,A,B,C,D,E,F,G,H,I,J
1181,Olden,Black,Wheat,Silver,Pea green,Magenta,Magenta,Charcoal,Orange,Yellow
1182,Lime,Teal,Purple,Maroon,Black,Wheat,Hot pink,Red,Olive,Cyan
1183,Olive,Red,Orange,Blue,Blue,Fuchsia,Cyan,Coral,Silver,Brown
1184,Hot pink,Navy blue,Aquamarine,Lime,Yellow,Hot pink,Khaki,Khaki,Ivory,Silver
1185,Navy blue,Blue,Azure,Ivory,Aquamarine,Teal,Red,Brown,Maroon,Olden
1186,Red,Silver,Coral,Olden,Yellow,Teal,Crimson,Black,Silver,Red
1187,Silver,Khaki,Crimson,Black,Pea green,Coral,Magenta,Khaki,Orange,Fuchsia
1188,Navy blue,Olden,Coral,Hot pink,Hot pink,Plum,Crimson,White,Purple,Silver
1189,Khaki,Silver,Lime,Hot pink,Red,Teal,Crimson,Fuchsia,Lime,White
1190,Wheat,Cyan,Wheat,Yellow,Lime,Magenta,Orange,Maroon,Coral,Pea green
1191,Navy blue,Plum,Orange,Silver,Cyan,Khaki,Khaki,Hot pink,Lime,Cyan
1192,White,Orange,Wheat,Brown,Purple,Orange,White,Magenta,Green,Green
1193,Green,Lime,Green,Hot pink,Plum,Aquamarine,Purple,Red,Ivory,Black
1194,Plum,Pea green,Pea green,Brown,Yellow,Blue,Silver,Coral,Yellow,Navy blue
1195,Gray,Pea green,Cyan,Charcoal,Crimson,Gray,Brown,Olden,Ivory,Maroon
1196,Plum,Blue,Pea green,Azure,Orange,Navy blue,White,White,Orange,Teal
1197,Orange,Plum,Hot pink,Crimson,Ivory,Red,Yellow,Aquamarine,Wheat,Coral
1198,Olive,Lime,Teal,Pea green,Olive,Coral,Cyan,Orange,Wheat,Olden
1199,White,Azure,Coral,Olive,Olden,Olive,Cyan,Blue,Blue,Gray
1200,Black,Azure,Purple,Orange,Coral,Khaki,Charcoal,Hot pink,Wheat,Pea green
1201,Hot pink,Green,Magenta,Fuchsia,Olive,Aquamarine,Khaki,Crimson,White,Hot pink
1202,Green,Khaki,Charcoal,Lime,Charcoal,Maroon,Brown,Fuchsia,Olden,Charcoal
1203,Silver,Red,Silver,Olden,Maroon,Red,Black,Maroon,Teal,Fuchsia
1204,Hot pink,Purple,Lime,White,Purple,Coral,Brown,Crimson,Coral,Teal
1205,Silver,Olden,Olden,Magenta,Aquamarine,Cyan,Charcoal,Blue,Olive,White
1206,Red,Green,Brown,Ivory,White,Olden,Purple,Magenta,Aquamarine,Pea green
1207,White,Fuchsia,Hot pink,Wheat,Azure,Yellow,Navy blue,Olden,Pea green,Blue
1208,Silver,Azure,Ivory,Fuchsia,Hot pink,Crimson,Purple,Olive,Teal,Orange
1209,Magenta,Wheat,Black,Black,Orange,Charcoal,Khaki,Lime,Teal,Gray
1210,Crimson,Gray,Ivory,Blue,Magenta,Wheat,Red,Maroon,Blue,Gray
1211,Magenta,Magenta,Hot pink,Ivory,Hot pink,Orange,Crimson,Orange,Aquamarine,Plum
1212,Cyan,Olden,Aquamarine,Wheat,Teal,Teal,Lime,Yellow,Olive,Khaki
1213,Magenta,Magenta,Charcoal,Olive,Green,Khaki,Gray,Ivory,Crimson,Teal
1214,Gray,Navy blue,Cyan,Navy blue,Hot pink,Yellow,Red,Wheat,Yellow,Wheat
1215,Fuchsia,Aquamarine,Coral,Silver,Azure,Orange,Pea green,Charcoal,Purple,Wheat
1216,Maroon,Khaki,Wheat,Crimson,Orange,Green,Magenta,Silver,Purple,Pea green
1217,Hot pink,Azure,Green,Pea green,Crimson,Khaki,Ivory,Ivory,Teal,Hot pink
1218,Hot pink,Silver,Crimson,Wheat,Charcoal,Blue,Cyan,Brown,Crimson,Magenta
1219,Green,Teal,Cyan,Purple,Green,White,Khaki,Coral,Aquamarine,Khaki
1220,Azure,Azure,Orange,Ivory,Black,Pea green,Purple,Azure,Khaki,Hot pink
1221,Azure,Black,Coral,Cyan,Yellow,Coral,Aquamarine,Green,Aquamarine,Plum
1222,Olive,Purple,Azure,Maroon,Maroon,Khaki,Azure,Pea green,Magenta,White
1223,Yellow,Red,Plum,Hot pink,Red,Yellow,Ivory,Olden,Maroon,Plum
1224,Plum,Aquamarine,Brown,Orange,Pea green,Wheat,Purple,Yellow,Orange,Gray
1225,Brown,Hot pink,Red,Teal,Teal,Crimson,Fuchsia,White,Red,Plum
1226,Magenta,Azure,Green,Teal,Olive,Coral,Olden,Lime,Hot pink,Olive
1227,Fuchsia,Blue,Teal,Teal,Khaki,Teal,Silver,Fuchsia,Gray,Pea green
1228,Hot pink,Navy blue,Cyan,Silver,Lime,Charcoal,Cyan,Black,Ivory,Olive
1229,Lime,Maroon,Purple,Blue,Blue,Fuchsia,Olden,Orange,Aquamarine,Olden
1230,Brown,Red,Yellow,Aquamarine,Maroon,Magenta,Brown,Cyan,Green,Maroon
1231,Olden,Gray,Charcoal,Green,Pea green,Fuchsia,Navy blue,Navy blue,Teal,Teal
1232,Navy blue,Gray,Red,Plum,Silver,Navy blue,White,Cyan,Wheat,Teal
1233,Magenta,Magenta,Gray,Fuchsia,Black,Silver,Fuchsia,Silver,Fuchsia,Maroon
1234,Olden,Red,Blue,Olden,Ivory,Pea green,Aquamarine,Teal,Brown,Brown
1235,Yellow,Lime,Plum,Coral,Coral,Khaki,Cyan,Gray,Black,Black
1236,Navy blue,Navy blue,Coral,Hot pink,Charcoal,Silver,Purple,Orange,Brown,Wheat
1237,Navy blue,Brown,Fuchsia,Brown,Silver,Orange,Wheat,White,Wheat,Wheat
1238,Olden,Maroon,Aquamarine,Yellow,Magenta,White,Khaki,Olden,Yellow,Fuchsia
1239,Pea green,Ivory,Khaki,Red,Azure,Azure,Wheat,Blue,Green,Plum
1240,Coral,Ivory,Khaki,Black,Green,Plum,Silver,Azure,Lime,Lime
1241,Crimson,Brown,Plum,Plum,Wheat,Green,Brown,Yellow,Pea green,Cyan
1242,Lime,White,Coral,Olive,Fuchsia,Navy blue,Brown,Plum,Orange,Khaki
1243,Azure,Yellow,Olive,Aquamarine,Lime,Navy blue,Red,Olive,Crimson,Silver
1244,Hot pink,Azure,Brown,Red,Blue,Azure,Wheat,Navy blue,Aquamarine,Silver
1245,Yellow,Yellow,Khaki,Khaki,Aquamarine,Purple,Yellow,Azure,Maroon,Silver
1246,Orange,Plum,Teal,Blue,Pea green,Khaki,Hot pink,Ivory,Cyan,Olive
1247,Khaki,Red,Magenta,Coral,Crimson,Coral,Teal,Lime,Olive,Orange
1248,Lime,Aquamarine,Hot pink,Purple,White,Gray,Olden,Crimson,Purple,Navy blue
1249,Red,Ivory,White,Azure,Blue,Olden,Wheat,Red,Ivory,Olive
1250,Black,Khaki,Olive,Navy blue,Silver,Blue,Fuchsia,Olive,Cyan,Hot pink
1251,Plum,Black,Ivory,Green,White,Red,Red,Plum,Orange,Wheat
1252,Charcoal,Silver,Khaki,Blue,Gray,Plum,Crimson,Wheat,Red,Wheat
1253,Orange,Green,Yellow,Pea green,Brown,Fuchsia,Yellow,Black,Khaki,Olden
1254,Teal,Khaki,Crimson,White,Plum,Olden,Fuchsia,Ivory,Coral,Magenta
1255,Purple,Lime,Gray,Hot pink,Blue,Black,Green,Black,Orange,Yellow
1256,Olive,Teal,Olive,Crimson,Charcoal,Coral,Lime,Teal,Brown,Aquamarine
1257,White,Fuchsia,Magenta,Pea green,Green,Black,Silver,Silver,Plum,Fuchsia
1258,Yellow,Magenta,Black,Plum,Orange,Pea green,Charcoal,Blue,Red,Plum
1259,Olden,Green,Red,Aquamarine,Azure,Maroon,Lime,Yellow,Orange,White
1260,Cyan,Cyan,Teal,Green,Azure,Cyan,Blue,White,Fuchsia,Pea green
1261,Azure,Coral,Green,Aquamarine,Orange,Plum,White,Magenta,Pea green,Navy blue
1262,Coral,Hot pink,Gray,Plum,Blue,Olive,Gray,Gray,Hot pink,Olive
1263,Hot pink,Cyan,Purple,Gray,Olden,Maroon,Hot pink,Purple,Hot pink,Red
1264,Teal,Olden,Olden,Magenta,Silver,Coral,Black,Brown,Pea green,Crimson
1265,Purple,Yellow,Hot pink,Fuchsia,Green,Hot pink,White,Ivory,Maroon,Orange
1266,Olive,Wheat,Brown,Silver,Fuchsia,Blue,Purple,Wheat,Olive,Brown
1267,Cyan,White,Wheat,Hot pink,Olden,Silver,Blue,Aquamarine,Green,Black
1268,Blue,Coral,Azure,Plum,Crimson,Green,Yellow,Green,Orange,Purple
1269,Gray,Olive,Wheat,Aquamarine,Purple,Gray,Charcoal,Yellow,Wheat,Charcoal
1270,Plum,Teal,Silver,Olden,Azure,Brown,Charcoal,Azure,Khaki,Maroon
1271,Hot pink,Azure,Fuchsia,Plum,Purple,Silver,White,Ivory,Olden,Pea green
1272,Brown,Navy blue,Purple,Olive,Olden,Olive,Hot pink,Pea green,Blue,Lime
1273,Brown,Magenta,Navy blue,Brown,Blue,White,Green,Coral,Lime,Yellow
1274,White,Gray,Maroon,Ivory,Purple,Plum,Brown,Magenta,Crimson,Lime
1275,Magenta,Khaki,Olden,Wheat,Navy blue,Olden,Navy blue,Olive,Fuchsia,Azure
1276,Black,Hot pink,White,Magenta,Cyan,Brown,Gray,Khaki,Khaki,Blue
1277,Orange,Ivory,Purple,Orange,Crimson,Khaki,Green,Ivory,Maroon,Crimson
1278,Magenta,Purple,Navy blue,Coral,Teal,Magenta,Blue,Navy blue,Cyan,Plum
1279,Blue,Cyan,Magenta,Khaki,Olive,Khaki,Navy blue,Red,Gray,Crimson
1280,Teal,Lime,Olive,Red,Olive,Maroon,Cyan,Azure,Olden,Pea green
1281,Magenta,Ivory,Crimson,Gray,Olive,Yellow,Wheat,Maroon,Navy blue,Magenta
1282,Ivory,Pea green,Silver,Charcoal,Azure,Silver,Red,Coral,Orange,Cyan
1283,Red,Plum,Red,Brown,Black,Hot pink,Brown,Lime,Azure,Coral
1284,Black,Brown,Ivory,Gray,Ivory,Wheat,White,Maroon,Azure,Cyan
1285,Black,Orange,Yellow,White,Green,Wheat,Aquamarine,Olive,Wheat,Purple
1286,Green,Gray,Purple,Plum,Ivory,Brown,Plum,Gray,Cyan,Wheat
1287,Gray,Cyan,Gray,Gray,Brown,Purple,Yellow,Black,Green,Olive
1288,Azure,Silver,Charcoal,Fuchsia,Azure,Pea green,Orange,Wheat,Black,Ivory
1289,Teal,Maroon,Teal,Green,Wheat,Blue,Khaki,Green,Crimson,Silver
1290,White,Pea green,Brown,Azure,Azure,Orange,Wheat,Coral,White,Coral
1291,Aquamarine,Coral,Purple,Red,Coral,Cyan,Maroon,Blue,Magenta,Cyan
1292,Green,Silver,Khaki,Olden,Charcoal,Silver,Ivory,Hot pink,Crimson,Olden
1293,Charcoal,Gray,Brown,White,Navy blue,Silver,Wheat,Pea green,Cyan,Gray
1294,Crimson,Aquamarine,Silver,Olden,Pea green,Pea green,Coral,Plum,Brown,Yellow
1295,Charcoal,Coral,Teal,Blue,Silver,Khaki,Magenta,Green,Black,Fuchsia
1296,Blue,Cyan,Navy blue,Khaki,Hot pink,Black,Fuchsia,Plum,Olden,Magenta
1297,Crimson,Aquamarine,Blue,Magenta,Maroon,Pea green,White,Teal,Wheat,Plum
1298,Magenta,Blue,Black,Black,Pea green,Red,Orange,Hot pink,Pea green,Aquamarine
1299,Plum,Lime,Orange,Azure,Lime,Yellow,Purple,Olden,Crimson,Purple
1300,Khaki,Lime,Gray,Coral,Fuchsia,Wheat,Gray,Black,Brown,Cyan
1301,Lime,Silver,Brown,Red,Charcoal,Gray,Olden,Cyan,Blue,Silver
1302,Olive,Green,Silver,Fuchsia,Blue,Red,Pea green,Yellow,Yellow,Olive
1303,Silver,Green,Crimson,Khaki,Olden,Plum,Green,Olive,Fuchsia,Teal
1304,Maroon,Blue,Pea green,Ivory,Hot pink,Brown,Olive,Black,Wheat,Red
1305,Black,Fuchsia,Hot pink,Black,White,Wheat,Gray,Magenta,Purple,Pea green
1306,Lime,Olden,Maroon,Aquamarine,White,Olive,Black,Wheat,White,Orange
1307,Olive,Blue,Silver,Lime,Lime,Red,Yellow,Wheat,Ivory,Crimson
1308,Cyan,Purple,Charcoal,Orange,Maroon,Brown,Crimson,Olden,Black,Fuchsia
1309,Magenta,Azure,Charcoal,Ivory,Gray,Pea green,Ivory,Gray,White,Silver
1310,Teal,Olden,Charcoal,Black,Teal,Lime,Fuchsia,Teal,Green,Green
1311,Blue,Green,Brown,Lime,Navy blue,Coral,Ivory,Blue,Aquamarine,Khaki
1312,Maroon,Azure,Yellow,Hot pink,Green,Crimson,Plum,Fuchsia,Hot pink,Yellow
1313,Gray,Fuchsia,Fuchsia,Hot pink,Hot pink,Khaki,Purple,Silver,Maroon,Ivory
1314,Green,Aquamarine,Yellow,Fuchsia,Olden,Cyan,Plum,Cyan,Magenta,Fuchsia
1315,Navy blue,Yellow,Gray,Ivory,Azure,Maroon,Black,Pea green,Olive,Teal
1316,Pea green,Green,Purple,Teal,White,Coral,Navy blue,Purple,White,Black
1317,Yellow,Ivory,Khaki,White,Orange,Fuchsia,Red,Fuchsia,Olden,Olive
1318,Plum,Ivory,Red,Purple,Yellow,Brown,Gray,Fuchsia,Cyan,Hot pink
1319,Khaki,Blue,Teal,Fuchsia,Hot pink,Khaki,Olden,Olive,White,Teal
1320,Navy blue,Yellow,Coral,Magenta,Azure,Gray,Magenta,Hot pink,Azure,Fuchsia
1321,Olive,Magenta,Coral,Lime,Olden,Coral,Brown,Olive,Red,Orange
1322,Wheat,Crimson,Charcoal,Aquamarine,Charcoal,Coral,Green,Silver,Crimson,Cyan
1323,Azure,Brown,Purple,Wheat,Pea green,Magenta,Red,Olden,Maroon,Purple
1324,Hot pink,Purple,Olden,Red,Yellow,Lime,Orange,Olive,Khaki,Green
1325,Ivory,Charcoal,Blue,Crimson,Black,Khaki,Maroon,Olive,Olive,Silver
1326,Green,Green,Orange,Navy blue,Charcoal,Olive,Brown,White,Hot pink,Blue
1327,Ivory,White,Brown,Khaki,Blue,Hot pink,Navy blue,Cyan,Hot pink,Maroon
1328,Plum,Pea green,Gray,Purple,Charcoal,Pea green,Ivory,Gray,Blue,Plum
1329,Plum,Purple,Red,Wheat,Cyan,Purple,Blue,Cyan,Blue,Charcoal
1330,Silver,Hot pink,Yellow,Gray,Purple,Silver,Plum,White,Olive,Silver
1331,Brown,Cyan,Navy blue,Wheat,Ivory,Crimson,Cyan,Olden,Teal,Hot pink
1332,Charcoal,Teal,Charcoal,Plum,Coral,Silver,Blue,Navy blue,Khaki,Lime
1333,Crimson,Maroon,Navy blue,Wheat,Gray,Blue,Olden,Olden,Aquamarine,Teal
1334,Black,Crimson,Navy blue,Maroon,Purple,Brown,Khaki,Orange,Teal,Olden
1335,Cyan,Ivory,Azure,Yellow,Ivory,Olive,Pea green,Plum,Azure,Olden
1336,Azure,Magenta,Black,Cyan,Silver,Silver,Blue,Plum,Olive,Magenta
1337,Green,Blue,Azure,Plum,Teal,Olive,Yellow,Navy blue,Olive,White
1338,Azure,Blue,Maroon,Yellow,Crimson,Aquamarine,Khaki,Purple,Green,Orange
1339,Charcoal,Magenta,Teal,Charcoal,Purple,Ivory,Hot pink,Brown,Brown,Red
1340,Gray,Crimson,Plum,Azure,Hot pink,Charcoal,Yellow,Maroon,Azure,Olive
1341,Hot pink,Aquamarine,Hot pink,Lime,Silver,Ivory,Pea green,Charcoal,Khaki,Lime
1342,Khaki,White,Charcoal,Olden,Khaki,Teal,Maroon,Red,Fuchsia,Brown
1343,Coral,Hot pink,Charcoal,Fuchsia,Navy blue,Pea green,Plum,Coral,White,Plum
1344,Aquamarine,Brown,Orange,Blue,Coral,Charcoal,Maroon,Blue,White,Brown
1345,Gray,Gray,Pea green,Orange,Khaki,Gray,Charcoal,Blue,Brown,Cyan
1346,Coral,Olive,Magenta,Plum,Fuchsia,Plum,Teal,Cyan,Purple,Olive
1347,Azure,Olive,Brown,Maroon,Silver,Coral,Silver,Khaki,Khaki,Coral
1348,Magenta,Magenta,Lime,Black,Hot pink,White,Gray,Orange,Blue,Khaki
1349,Cyan,Plum,Yellow,Magenta,Maroon,Hot pink,Black,Green,Lime,Charcoal
1350,Gray,Lime,Lime,Red,Teal,Maroon,Teal,Magenta,Magenta,Crimson
1351,Aquamarine,Maroon,Crimson,Black,Crimson,Blue,Charcoal,Purple,Pea green,Red
1352,Khaki,Green,Maroon,Gray,Coral,Khaki,Maroon,Olive,Silver,Wheat
1353,Cyan,Black,Olive,Olive,Maroon,Orange,Hot pink,Azure,Magenta,Silver
1354,Pea green,Pea green,Ivory,Teal,Crimson,Brown,Navy blue,Olden,Charcoal,Hot pink
1355,Black,Hot pink,Orange,Ivory,Yellow,Gray,Azure,White,Gray,Olive
1356,Magenta,Cyan,Aquamarine,Red,Red,Green,Pea green,Teal,Navy blue,Navy blue
1357,Orange,Green,Gray,Azure,Yellow,Hot pink,Hot pink,Magenta,Blue,Blue
1358,Hot pink,Yellow,Purple,Green,Cyan,Gray,Purple,Wheat,Plum,Plum
1359,Ivory,White,Plum,Crimson,Olden,Coral,Aquamarine,Orange,Maroon,Lime
1360,Pea green,White,Lime,Olden,Hot pink,Aquamarine,White,Khaki,Magenta,Orange
1361,Wheat,Hot pink,Plum,Navy blue,Khaki,Cyan,Fuchsia,Aquamarine,Teal,Orange
1362,Ivory,Red,Maroon,Silver,Olive,Yellow,Blue,Magenta,Azure,Azure
1363,Wheat,Teal,Brown,Crimson,Pea green,Yellow,Ivory,Orange,Navy blue,Cyan
1364,Maroon,Khaki,Magenta,Blue,Magenta,Silver,Coral,Charcoal,Maroon,Hot pink
1365,Brown,Orange,Pea green,Navy blue,Yellow,Magenta,Olive,Green,Yellow,Pea green
1366,Teal,Coral,Azure,Purple,Aquamarine,Olden,Navy blue,Olive,Plum,Plum
1367,Cyan,Khaki,Gray,Yellow,Black,Aquamarine,Gray,Pea green,Green,Maroon
1368,Ivory,Wheat,Navy blue,Olden,Silver,Wheat,Blue,Olive,Wheat,Gray
1369,Khaki,Green,Green,Plum,Silver,Brown,Aquamarine,Hot pink,Gray,Khaki
1370,Magenta,Brown,Hot pink,Charcoal,Olden,Cyan,Gray,Wheat,Yellow,Gray
1371,Coral,Purple,White,Coral,Fuchsia,Azure,Purple,Brown,Maroon,Aquamarine
1372,Wheat,White,Black,Green,Teal,Silver,Black,Ivory,Green,Maroon
1373,Navy blue,Khaki,Aquamarine,Crimson,Cyan,Olden,Ivory,Crimson,White,Silver
1374,Pea green,Red,Purple,Azure,Crimson,Charcoal,Aquamarine,Yellow,Wheat,Maroon
1375,Blue,Brown,Olive,Olive,Purple,Plum,Maroon,Coral,Cyan,Aquamarine
1376,Purple,Lime,Red,Hot pink,Ivory,Pea green,Crimson,Coral,Navy blue,Ivory
1377,Fuchsia,Coral,Green,Pea green,Yellow,Plum,Gray,Magenta,Aquamarine,Orange
1378,Black,Coral,Khaki,Cyan,Gray,Teal,Green,Teal,Olive,Hot pink
1379,Blue,Hot pink,Red,Lime,Coral,Hot pink,Silver,Olive,Orange,Fuchsia
1380,Hot pink,Teal,Cyan,Blue,Coral,Teal,Khaki,Khaki,Azure,Wheat
1381,Hot pink,Lime,Purple,Aquamarine,Teal,Coral,Silver,Yellow,Olden,Olive
1382,Olden,Green,Hot pink,Khaki,Magenta,Red,Fuchsia,Lime,Silver,Teal
1383,Lime,Teal,Olden,Green,Crimson,Crimson,Coral,Silver,Charcoal,Blue
1384,Charcoal,Purple,Orange,Ivory,White,Olive,Blue,Teal,Magenta,Black
1385,Brown,White,Purple,Red,Pea green,Orange,Silver,Crimson,Silver,Charcoal
1386,Black,Purple,Black,Azure,Pea green,Lime,Brown,Orange,Hot pink,Silver
1387,Gray,Yellow,Plum,Plum,Crimson,Olive,Fuchsia,Gray,Navy blue,Orange
1388,Silver,Green,Red,Green,Green,Magenta,Cyan,Cyan,Azure,Magenta
1389,Teal,Navy blue,Magenta,Brown,Wheat,Yellow,Fuchsia,Lime,Charcoal,Khaki
1390,Black,Charcoal,Crimson,Azure,Cyan,Purple,Cyan,Olden,White,Olive
1391,Silver,Azure,White,Khaki,Azure,Yellow,Fuchsia,Cyan,Navy blue,Purple
1392,Gray,Silver,Charcoal,Gray,Navy blue,Hot pink,White,Yellow,White,Wheat
1393,Fuchsia,Olden,Pea green,Ivory,Cyan,Orange,Cyan,Red,Silver,White
1394,Charcoal,Azure,Pea green,Red,Cyan,Teal,Olive,Magenta,Pea green,Hot pink
1395,Black,Olive,Purple,Aquamarine,Charcoal,Charcoal,Charcoal,Silver,Navy blue,Purple
1396,Plum,Silver,Blue,Orange,Aquamarine,Red,Hot pink,Gray,Magenta,Ivory
1397,Khaki,Plum,Orange,Crimson,Hot pink,Olive,Teal,Charcoal,Charcoal,Olive
1398,Cyan,Lime,Pea green,Azure,Blue,Maroon,Coral,Green,Plum,Khaki
1399,Blue,Wheat,Lime,Navy blue,Fuchsia,Magenta,Brown,Crimson,Wheat,Green
